fournisseur;ref_sku;nom_commercial;famille;categorie;gamme;technologie;poids_unitaire;unites_par_colis;colis_par_palette;poids_colis_kg;ingredients;allergenes_declares;traces_possibles;labels;ddm_mois;provenance;statut;id_generique;url_source;date_collecte
Bridor;41595;Mini Pain Céréales et Graines 33g;PAIN;autres-pains;Panidor;PRECUIT;33g;250;32;8.25;farine de BLÉ, eau, farine de SEIGLE 3,5%, graines de lin 3,2%, flocons d'AVOINE 1,4%, graines de SÉSAME 1,4%, flocons de SEIGLE 1,1%, sel, SÉSAME décortiqué 1%, graines de tournesol 1%, farine de maïs 0,7%, son de BLÉ, farine de BLÉ malté, dextrose, farine de BLÉ malté grillée, farine de BLÉ prégélatinisée, levure, BLÉ moulus, ferments, correcteurs d'acidité (carbonate de calcium, phosphate monocalcique), farine de SOJA, émulsifiant (esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras), agent de traitement de la farine (acide ascorbique).;gluten, graines de sésame, soja;lait, moutarde, fruits à coque, œufs;"Source de proteines; Source de fibre; Vegan; Végétarien; Clean Label; Halal; Cultures Boulangères";14;n.d.;ACTIF;PAIN-AUTR-33;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/mini-pain-cereales-et-graines-33g-41595;2026-09-10
Bridor;41584;Mini pain Rustique 33g;PAIN;autres-pains;Panidor;PRECUIT;33g;200;32;6.6;farine de BLÉ, eau, farine de SEIGLE, sel, levure, agent de traitement de la farine (acide ascorbique).;gluten;lupin, lait, graines de sésame, moutarde, soja, fruits à coque, œufs;"Vegan; Végétarien; Clean Label; Halal; Cultures Boulangères";14;n.d.;ACTIF;PAIN-AUTR-33a;https://www.bridor.com/fr-fr/catalogue-produit/pains/petits-pains/mini-pain-rustique-33g-41584;2026-09-10
Bridor;33074;Mix Losanges 55g;PAIN;autres-pains;Les Essentiels;NON RENSEIGNE;55g;100;36;5.5;Losange Céréales : farine de BLÉ, eau, levain (farine de BLÉ meule, eau), graines de SÉSAME 2,6%, graines de lin brun 2,5%, flocons de BLÉ malté 1,9%, sel, levure, gluten de BLÉ, flocons de germe de BLÉ 0,24%, farine de BLÉ malté. Losange Nature : farine de BLÉ, eau, levure, sel, gluten de BLÉ, levain de BLÉ dévitalisé déshydraté, flocons de germe de BLÉ 0,3%, farine de BLÉ malté. Losange Pavot : farine de BLÉ, eau, graines de pavot 2,6%, sel, levure, gluten de BLÉ, flocons de germe de BLÉ 0,29%, farine de BLÉ malté. Losange Sésame : farine de BLÉ, eau, graines de SÉSAME 1,6%, sel, finition 1% (graines de SÉSAME), levure, gluten de BLÉ, flocons de germe de BLÉ 0,29%, farine de BLÉ malté.;gluten, graines de sésame;lait, fruits à coque, œufs;"Clean Label; Avec Levain";15;n.d.;ACTIF;PAIN-AUTR-55;https://www.bridor.com/fr-fr/catalogue-produit/pains/autres-pains/mix-losanges-55g-33074;2026-09-10
Bridor;38366;Bun'n'Roll 85g;SNAC;toutes;Les Snacks Salés;PAC;85g;20;132;1.7;farine de BLÉ, eau, beurre fin (LAIT) 20%, sucre, levure, sel, émulsifiants (mono- et diglycérides d'acides gras, lécithine de colza), gluten de BLÉ, levure désactivée, agents de traitement de la farine (acide ascorbique), enzymes (hémicellulases, alpha-amylases), ŒUFS.ŒUFS issus de poules élevées au sol.;gluten, lait, œufs;graines de sésame, soja, fruits à coque;"Végétarien; Beurre; Oeufs Plein Air; Clean Label; Halal; Oeufs Ponte au Sol; Beurre Fin";12;n.d.;ACTIF;SNAC-TOUT-85;https://www.bridor.com/fr-fr/catalogue-produit/snacking/bun-n-roll-85g-38366;2026-09-10
Bridor;36967;Bun'n'roll 85g avec moules;SNAC;toutes;Les Snacks Salés;PAC;85g;50;80;4.25;farine de BLÉ, eau, beurre fin (LAIT) 20%, sucre, levure, sel, ŒUFS, gluten de BLÉ, émulsifiants (mono- et diglycérides d'acides gras, lécithine de colza), levure désactivée, agents de traitement de la farine (acide ascorbique, alpha-amylases, hémicellulases).ŒUFS issus de poules élevées au sol.;gluten, lait, œufs;graines de sésame, soja, fruits à coque;"Végétarien; Beurre; Oeufs Plein Air; Clean Label; Halal; Oeufs Ponte au Sol; Beurre Fin";12;n.d.;ACTIF;SNAC-TOUT-85;https://www.bridor.com/fr-fr/catalogue-produit/snacking/bun-n-roll-85g-avec-moules-36967;2026-09-10
Bridor;37455;Croissant fourré Fromage 90g;SNAC;toutes;Les Snacks Salés;PAC;90g;60;64;5.4;farine de BLÉ, fourrage 21% (emmental (LAIT) 8% (LAIT, sel, ferments lactiques (LAIT), présure), eau, fromages à pâte pressée non cuite 1,8% (LAIT, sel, ferments lactiques (LAIT), présure), ŒUFS, beurre fin (LAIT) 1%, amidon modifié, poudre de LAIT écrémé, protéines de LAIT, sels de fonte (citrate trisodique, diphosphate tétrasodique, phosphate trisodique, polyphosphate sodique), sel), eau, beurre fin (LAIT) 14%, levure, sucre, ŒUFS, emmental (LAIT) 3,1% (LAIT, sel, ferments lactiques (LAIT)), sel, gluten de BLÉ, agents de traitement de la farine (acide ascorbique, alpha-amylases, hémicellulases).ŒUFS issus de poules élevées au sol.;gluten, lait, œufs;graines de sésame, soja, fruits à coque;"Source de proteines; Végétarien; Beurre; Oeufs Plein Air; Clean Label; Halal; Oeufs Ponte au Sol; Beurre Fin";12;n.d.;ACTIF;SNAC-TOUT-90;https://www.bridor.com/fr-fr/catalogue-produit/snacking/croissant-fourre-fromage-90g-37455;2026-09-10
Bridor;42974;Croissant fourré fromage SelectBlend 95g;SNAC;toutes;Les Snacks Salés;PAC;95g;60;64;5.7;farine de BLÉ, fourrage 20% (eau, emmental râpé (LAIT), fromages 4% (emmental (LAIT) (LAIT, sel, ferments lactiques, présure), fromages à pâte pressée non cuite (LAIT, sel, ferments lactiques, présure)), ŒUFS, beurre (LAIT), amidon modifié, poudre de LAIT écrémé, protéines de LAIT, sels de fonte (citrate trisodique, diphosphate tétrasodique, phosphate trisodique, polyphosphate sodique), sel), matière grasse composée 16% (graisse de palme, eau, graisse de coco, beurre concentré (LAIT), émulsifiant (mono- et diglycérides d'acides gras), arôme naturel, colorant (bêta-carotène d'origine naturelle), correcteur d'acidité (acide citrique)), eau, levure, sucre, <...;gluten, lait, œufs;graines de sésame, soja, fruits à coque;"Végétarien; MGC; Oeufs Plein Air; Clean Label; Halal; Oeufs Ponte au Sol; Select Blend; Matière Grasse Composée";12;n.d.;ACTIF;SNAC-TOUT-95;https://www.bridor.com/fr-fr/catalogue-produit/snacking/croissant-fourre-fromage-selectblend-95g-42974;2026-09-10
Bridor;38200;Blister de macarons Saveurs Classiques (8 x 12 g);PATI;macarons;Les Délices;NON RENSEIGNE;12g;144;88;1.73;sucre glace (sucre, fécule de pomme de terre), crème (crème (LAIT)), AMANDES en poudre, blanc d'ŒUF, chocolat blanc (sucre, beurre de cacao, poudre de LAIT entier, poudre de LAIT écrémé, émulsifiant (lécithine de SOJA)), sucre, chocolat noir 2,3% (sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, arôme naturel de vanille, émulsifiant (lécithine de SOJA)), purée de framboise 2,2% (purée de framboise 1,9%, sucre), préparation aromatisée à la PISTACHE 0,7% (sucre, huile de tournesol, pâte pure d'AMANDE, pâte de PISTACHE 0,07%, arôme naturel (NOIX)), extrait de vanille 0,6% (sucre inverti, sirop de glucose, eau, préparations aromatisantes (extrait de vanille tahitensis) 0,03%, graines de vanille 0,006%, épaississant (gomme xanthane)), fécule de pomme de terre, colorants (caramel ordinaire, lutéine, complexes cuivriques de chlorophyllines, carmins, curcumine), cacao maigre en poudre, jus concentré de betterave, arôme naturel de framboise avec autres arômes naturels, jus concentré d'acérola, jus de citron, sous-produit de vanille;lait, soja, fruits à coque, œufs;autres fruits à coque;;12;n.d.;ACTIF;PATI-MACA-12;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/macarons/blister-de-macarons-saveurs-classiques-8-x-12-g-38200;2026-09-10
Bridor;33440;Plateau de macarons Assortiment n°1 (48 x 12 g);PATI;macarons;Bridor Une Recette Lenôtre Professionnels;NON RENSEIGNE;12g;96;132;1.15;Macarons Caramel au Beurre salé : garniture caramel salé 32,8% (sucre, crème liquide ( LAIT), beurre de cacao, beurre (LAIT) 2%, caramel 2% (sucre, eau), jus de citron, sel 0,09%), sucre glace (sucre, fécule de pomme de terre), AMANDES en poudre 16%, blanc d'ŒUF, sucre, colorant (caramel ordinaire), jus concentré de betterave, jus concentré d'acérola, jus de citron. Macarons Chocolat : sucre glace (sucre, fécule de pomme de terre), chocolat noir 16% (pâte de cacao, sucre, beurre de cacao, émulsifiant (lécithine de SOJA), arôme naturel de vanille), AMANDES en poudre 14%, blanc d'ŒUF, LAIT demi-écrémé, beurre Charentes-Poitou AOP (LAIT), sucre, cacao maigre en poudre, colorant (caramel ordinaire), jus concentré de betterave, jus concentré d'acérola, jus de citron. Macarons Citron : sucre glace (sucre, fécule de pomme de terre), blanc d'ŒUF, AMANDES en poudre 16%, beurre Charentes-Poitou AOP (LAIT), crème anglaise (LAIT entier, sucre, jaune d'ŒUF, amidon, protéines de lactosérum (LAIT), arôme naturel de vanille, colorant (bêta-carotène d'origine naturelle), graines de vanille épuisées), sucre, garniture citron 5% (pulpe de citron 2%, sucre, jus de citron, épaississant (pectine), huile essentielle de citron 0,005%), colorant (lutéine). Macarons Framboise : fourrage framboise 33% (framboises 19%, sucre, jus de citron, gélifiant (pectine)), sucre glace (sucre, fécule de pomme de terre), AMANDES en poudre 16%, blanc d'ŒUF, sucre, colorant (carmins). Macarons Pistache : sucre glace (sucre, fécule de pomme de terre), blanc d'ŒUF, AMANDES en poudre 16%, beurre Charentes-Poitou AOP (LAIT), préparation à base de PISTACHE 8% (PISTACHES 4%, sucre liquide, eau, arôme), sucre, crème anglaise (LAIT entier, sucre, jaune d'ŒUF, amidon, protéines de lactosérum (LAIT), arôme naturel de vanille, colorant (bêta-carotène d'origine naturelle), graines de vanille épuisées), colorants (lutéine, complexes cuivriques de chlorophyllines, curcumine). Macarons Vanille : sucre glace (sucre, fécule de pomme de terre), beurre Charentes-Poitou AOP (LAIT), blanc d'ŒUF, AMANDES en poudre 16%, crème anglaise (LAIT entier, sucre, jaune d'ŒUF, amidon, protéines de lactosérum (LAIT), arôme naturel de vanille, colorant (bêta-carotène d'origine naturelle), graines de vanille épuisées), sucre, extrait de vanille 0,7% (sucre inverti, sirop de glucose, eau, préparations aromatisantes (extrait de vanille tahitensis) 0,04%, graines de vanille 0,007%, épaississant (gomme xanthane)), sous-produit de vanille. ŒUFS issus de poules élevées au sol.;lait, soja, fruits à coque, œufs;autres fruits à coque;"Oeufs Plein Air; Oeufs Ponte au Sol";12;n.d.;ACTIF;PATI-MACA-12;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/macarons/plateau-de-macarons-assortiment-n-1-48-x-12-g-33440;2026-09-10
Bridor;34111;Plateau de macarons Assortiment n°2 (48 x 12 g);PATI;macarons;Bridor Une Recette Lenôtre Professionnels;NON RENSEIGNE;12g;96;132;1.15;sucre glace (sucre, fécule de pomme de terre), AMANDES en poudre 15%, blanc d'ŒUF, beurre Charentes-Poitou AOP (LAIT), fourrage framboise 6% (framboises 3,7%, sucre, jus de citron, gélifiant (pectine)), garniture caramel salé 6% (sucre, crème liquide ( LAIT), beurre de cacao, beurre (LAIT), caramel (sucre, eau), jus de citron, sel 0,01%), sucre, chocolat noir 3% (pâte de cacao, sucre, beurre de cacao, émulsifiant (lécithine de SOJA), arôme naturel de vanille), crème anglaise (LAIT entier, sucre, jaune d'ŒUF, amidon, protéines de lactosérum (LAIT), arôme naturel de vanille, colorant (bêta-carotène d'origine naturelle), graines de vanille épuisées), LAIT demi-écrémé, garniture citron 1% (pulpe de citron, sucre, jus de citron, épaississant (pectine), huile essentielle de citron 0,001%), colorants (caramel ordinaire, lutéine, carmins), cacao maigre en poudre, extrait de vanille 0,1% (sucre inverti, sirop de glucose, eau, préparations aromatisantes (extrait de vanille tahitensis) 0,009%, graines de vanille 0,001%, épaississant (gomme xanthane)), jus concentré de betterave, eau, café 0,01%, café soluble 0,01%, extrait de café 0,009% (eau, café 0,003%, sucre), sous-produit de vanille, jus concentré d'acérola, jus de citron ŒUFS issus de poules élevées au sol.;lait, soja, fruits à coque, œufs;autres fruits à coque;"Oeufs Plein Air; Oeufs Ponte au Sol";12;n.d.;ACTIF;PATI-MACA-12;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/macarons/plateau-de-macarons-assortiment-n-2-48-x-12-g-34111;2026-09-10
Bridor;35726;Plateau de macarons Café (48 x 12 g);PATI;macarons;Bridor Une Recette Lenôtre Professionnels;PRÊT-A-SERVIR;12g;96;132;1.15;Macaron au café (sucre glace (sucre, fécule de pomme de terre), beurre Charentes-Poitou AOP (LAIT), blanc d'ŒUF, AMANDES en poudre, crème anglaise (LAIT entier, sucre, jaune d'ŒUF, amidon, protéines de lactosérum (LAIT), arôme naturel de vanille, colorant (bêta-carotène d'origine naturelle), graines de vanille épuisées), sucre, eau, café 0,79%, café soluble 0,71%, extrait de café 0,4% (eau, café 0,12%, sucre)).ŒUFS issus de poules élevées au sol.;lait, fruits à coque, œufs;autres fruits à coque, soja;"Végétarien; Oeufs Plein Air; Clean Label; Oeufs Ponte au Sol";12;n.d.;ACTIF;PATI-MACA-12;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/macarons/plateau-de-macarons-cafe-48-x-12-g-35726;2026-09-10
Bridor;41587;Mini Pastel de Nata 35g;PATI;pastel-de-nata;Panidor;PRÊT-A-SERVIR;35g;120;110;4.2;eau, farine de BLÉ, sucre, jaune d'ŒUF pasteurisé, poudre de LAIT écrémé, sirop de glucose-fructose, graisse végétale raffinée non hydrogénée (palme), huile végétale raffinée (colza, palme), ŒUF pasteurisé, amidon de maïs, sel, émulsifiants (esters polyglycériques d’acides gras, mono- et diglycérides d'acides gras), infusion de citron, acidifiant (acide citrique), arôme, colorant (caroténoïdes), conservateur (acide sorbique), cannelle infusée.;gluten, lait, œufs;graines de sésame, moutarde, soja, poisson, fruits à coque;"Végétarien; MGC; Halal; Cultures Boulangères; Matière Grasse Composée";18;n.d.;ACTIF;PATI-PAST-35;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/pastel-de-nata/mini-pastel-de-nata-35g-41587;2026-09-10
Bridor;42452;Pastel de Nata 50g;PATI;pastel-de-nata;Panidor;PRECUIT;50g;60;110;3.0;eau, farine de BLÉ, sucre, beurre fin (LAIT), jaune d'ŒUF pasteurisé 5%, poudre de LAIT écrémé, sirop de glucose-fructose, ŒUF pasteurisé 1,7%, amidon de maïs, sel, infusion de citron, cannelle infusée.;gluten, lait, œufs;graines de sésame, moutarde, soja, fruits à coque;"Végétarien; Beurre; Halal; Cultures Boulangères; Beurre Fin";15;n.d.;ACTIF;PATI-PAST-50;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/pastel-de-nata/pastel-de-nata-50g-42452;2026-09-10
Bridor;42655;Pastel de Nata 60g;PATI;pastel-de-nata;Panidor;PAC;60g;60;110;3.6;eau, farine de BLÉ, sucre, beurre fin (LAIT) 8%, jaune d'ŒUF pasteurisé 5%, poudre de LAIT écrémé, sirop de glucose-fructose, ŒUF pasteurisé 1,7%, amidon de maïs, sel, infusion de citron, cannelle infusée.;gluten, lait, œufs;graines de sésame, moutarde, soja, fruits à coque;"Végétarien; Beurre; Cultures Boulangères; Beurre Fin";18;n.d.;ACTIF;PATI-PAST-60;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/pastel-de-nata/pastel-de-nata-60g-42655;2026-09-10
Bridor;42450;Pastel de Nata 60g;PATI;pastel-de-nata;Panidor;PRECUIT;60g;60;64;3.6;eau, farine de BLÉ, sucre, margarine 11,4% (graisse végétale raffinée non hydrogénée (palme), eau, huile végétale non hydrogénée (palme, colza), sel, émulsifiants (mono- et diglycérides d'acides gras, esters polyglycériques d’acides gras), acidifiant (acide citrique), conservateur (acide sorbique), arômes, colorant (caroténoïdes)), jaune d'ŒUF pasteurisé 5%, poudre de LAIT écrémé, sirop de glucose-fructose, ŒUF pasteurisé 1,7%, amidon de maïs, sel, infusion de citron, cannelle infusée.;gluten, lait, œufs;graines de sésame, moutarde, soja, fruits à coque;"Végétarien; Margarine; Cultures Boulangères; Matière Grasse Végétale";15;n.d.;ACTIF;PATI-PAST-60;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/pastel-de-nata/pastel-de-nata-60g-42450;2026-09-10
Bridor;30081;plaque de pâte feuilletée 2kg;PATI;pates-feuilletees;Les Créatives;PAC;2000g;6;48;12.0;farine de BLÉ, beurre Charentes-Poitou AOP (LAIT) 35%, eau, sel, gluten de BLÉ.;gluten, lait;graines de sésame, soja, fruits à coque, œufs;"Végétarien; AOP Charentes Poitou; Clean Label; Halal; Beurre Charentes-Poitou AOP";12;n.d.;ACTIF;PATI-PATE-2000;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/pates-feuilletees/plaque-de-pate-feuilletee-2kg-30081;2026-09-10
Bridor;34171;plaque de pâte feuilletée 300g;PATI;pates-feuilletees;Les Créatives;PAC;300g;36;70;10.8;farine de BLÉ, beurre fin (LAIT) 25%, eau, sel, gluten de BLÉ.;gluten, lait;graines de sésame, soja, fruits à coque, œufs;"Végétarien; Beurre; Clean Label; Halal; Beurre Fin";12;n.d.;ACTIF;PATI-PATE-300;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/pates-feuilletees/plaque-de-pate-feuilletee-300g-34171;2026-09-10
Bridor;34813;plaque de pâte levée feuilletée 500g;PATI;pates-feuilletees;Les Créatives;CRU;500g;25;64;12.5;farine de BLÉ, beurre fin (LAIT) 23%, eau, sucre, levure, poudre de LAIT entier, gluten de BLÉ, sel, émulsifiant (lécithine de colza), agents de traitement de la farine (acide ascorbique, alpha-amylases, hémicellulases).;gluten, lait;graines de sésame, soja, fruits à coque, œufs;"Végétarien; Beurre; Clean Label; Halal; Beurre Fin";12;n.d.;ACTIF;PATI-PATE-500;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/pates-feuilletees/plaque-de-pate-levee-feuilletee-500g-34813;2026-09-10
Bridor;41591;Bola de Berlim creamy 120g;PATI;autres-patisseries;Panidor;PRÊT-A-SERVIR;120g;20;104;2.4;farine de BLÉ, eau, sucre, huile de tournesol, ŒUF pasteurisé, amidon modifié, huiles et graisses végétales (palme, noix de coco, soja entièrement raffiné, tournesol) 2,7%, beurre (LAIT), lactosérum en poudre (LAIT), poudre de LAIT écrémé, émulsifiants (esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras, stéaroyl-2-lactylate de sodium, mono- et diglycérides d'acides gras, esters acétiques des mono- et diglycérides d'acides gras), sel, levure, correcteurs d'acidité (carbonate de calcium, phosphates de calcium, acide citrique), dextrose, huile végétale non hydrogénée (palme, palmiste), sirop de glucose, stabilisants (diphosphates, phosphates de sodium, sulfate de calcium), colorants (caroténoïdes, norbixine de rocou), conservateur (sorbate de potassium), agent de traitement de la farine (acide ascorbique), arôme, farine de BLÉ malté, épaississant (alginate de sodium), enzyme, arôme naturel (LAIT), protéines de LAIT.ŒUFS issus de poules élevées au sol.;gluten, lait, œufs;mollusque, graines de sésame, moutarde, soja, fruits à coque;"Végétarien; MGC; Oeufs Plein Air; Oeufs Ponte au Sol; Cultures Boulangères; Matière Grasse Composée";9;n.d.;ACTIF;PATI-AUTR-120;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/autres-patisseries/bola-de-berlim-creamy-120g-41591;2026-09-10
Bridor;41588;Bola de Berlim Nature 80g;PATI;autres-patisseries;Panidor;PRÊT-A-SERVIR;80g;20;104;1.6;farine de BLÉ, eau, sucre, huile de tournesol, ŒUF pasteurisé, huiles et graisses végétales (palme, noix de coco, soja entièrement raffiné, tournesol) 4%, beurre (LAIT), poudre de LAIT écrémé, émulsifiants (esters monoacétyltartriques et diacétyltartriques des mono- et diglycérides d'acides gras, stéaroyl-2-lactylate de sodium, mono- et diglycérides d'acides gras), sel, levure, colorants (caroténoïdes, norbixine de rocou), correcteurs d'acidité (carbonate de calcium, phosphates de calcium, acide citrique), agent de traitement de la farine (acide ascorbique), arôme, farine de BLÉ malté, enzyme.;gluten, lait, œufs;mollusque, graines de sésame, moutarde, soja, fruits à coque;"Végétarien; MGC; Halal; Cultures Boulangères; Matière Grasse Composée";9;n.d.;ACTIF;PATI-AUTR-80;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/autres-patisseries/bola-de-berlim-nature-80g-41588;2026-09-10
Bridor;35431;Briochette Sans Gluten 50g;PATI;autres-patisseries;Mieux-être;CUIT;50g;50;64;2.5;pâte (ŒUFS, beurre fin (LAIT) 14%, amidon de maïs, sucre, farine de millet, farine de riz, farine de riz complet, fécule de pomme de terre, eau, levure, épaississants (gomme xanthane, gomme tara), sel), finition (sucre).ŒUFS issus de poules élevées au sol.;lait, œufs;n.d.;"Végétarien; Beurre; Oeufs Plein Air; Clean Label; Halal; Oeufs Ponte au Sol; Sans Gluten; Beurre Fin";12;n.d.;ACTIF;PATI-AUTR-50;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/autres-patisseries/briochette-sans-gluten-50g-35431;2026-09-10
Bridor;35430;Madeleine Sans Gluten 30g;PATI;autres-patisseries;Mieux-être;CUIT;30g;50;96;1.5;ŒUFS, beurre fin (LAIT) 22%, sucre, farine de riz, farine de riz complet, fécule de pomme de terre, amidon de maïs, farine de millet, poudres à lever (carbonate acide de sodium, diphosphate disodique), épaississant (gomme xanthane), sous-produit de vanille.;lait, œufs;n.d.;"Végétarien; Beurre; Oeufs Plein Air; Halal; Oeufs Ponte au Sol; Sans Gluten; Beurre Fin";12;n.d.;ACTIF;PATI-AUTR-30;https://www.bridor.com/fr-fr/catalogue-produit/patisserie/autres-patisseries/madeleine-sans-gluten-30g-35430;2026-09-10
