fournisseur;ref_sku;nom_commercial;famille;categorie;gamme;technologie;poids_unitaire;unites_par_colis;colis_par_palette;poids_colis_kg;ingredients;allergenes_declares;traces_possibles;labels;ddm_mois;provenance;statut;id_generique;motif_nouveau;url_source;date_collecte
Coup de Pates;25031;MAXI MUFFIN'S CHOCOLAT;PATI;patisserie-americaine;Coup de Pates;CUIT;130g;32;n.d.;4.16;n.d.;"gluten; œufs; soja; lait";"fruits à coque; sésame";;n.d.;n.d.;ACTIF;PATI-AMER;NOUVEAU proposé : maxi muffin chocolat 130g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/MUFFINS/MAXI-MUFFIN%27S-CHOCOLAT/p/25031;2026-09-10
Coup de Pates;28452;KOUIGN AMANN NATURE DIAM 180;VIEN;autres-viennoiseries;Coup de Pates;CRU;400g;10;n.d.;4.0;n.d.;"gluten; lait";"œufs; soja; fruits à coque";;n.d.;n.d.;ACTIF;VIEN-AUTR;NOUVEAU proposé : kouign amann 400g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/KOUIGN-AMANN-NATURE-DIAM-180/p/28452;2026-09-10
Coup de Pates;27165;MILLEFEUILLE PÂTISSIER CREME DIPLOMATE;PATI;autres-patisseries;Coup de Pates;CUIT;140g;16;n.d.;2.24;n.d.;"gluten; lait";œufs;;n.d.;n.d.;ACTIF;PATI-AUTR;NOUVEAU proposé : millefeuille 140g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/MILLEFEUILLE-P%C3%82TISSIER-CREME-DIPLOMATE/p/27165;2026-09-10
Coup de Pates;835507;PARIS BREST CUIT DIAM 100;PATI;autres-patisseries;Coup de Pates;CUIT;100g;12;n.d.;1.2;n.d.;"gluten; œufs; lait; fruits à coque";soja;;n.d.;n.d.;ACTIF;PATI-AUTR;NOUVEAU proposé : paris-brest 100g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/P%C3%82TE-%C3%80-CHOUX-%26-BABAS/PARIS-BREST-CUIT-DIAM-100/p/835507;2026-09-10
Coup de Pates;27112;BANDE FEUILLETEE ABRICOT;PATI;autres-patisseries;Coup de Pates;CRU;150g;4;n.d.;0.6;n.d.;"gluten; œufs; lait";"soja; fruits à coque; sésame";;n.d.;n.d.;ACTIF;PATI-AUTR;NOUVEAU proposé : bande feuilletée abricot 1150g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/BANDE-FEUILLETEE-ABRICOT/p/27112;2026-09-10
Coup de Pates;18452;FLAN INDIVIDUEL DIAM 100;PATI;autres-patisseries;Coup de Pates;CRU;145g;32;n.d.;4.64;n.d.;"gluten; œufs; lait";"soja; fruits à coque; sésame";;n.d.;n.d.;ACTIF;PATI-AUTR;NOUVEAU proposé : flan individuel 145g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/TARTES-%26-TARTELETTES/FLAN-INDIVIDUEL-DIAM-100/p/18452;2026-09-10
Coup de Pates;34501;CHEESECAKE INDIVIDUEL;PATI;patisserie-americaine;Coup de Pates;CUIT;90g;20;n.d.;1.8;n.d.;"gluten; œufs; lait; fruits à coque";"crustacés; poisson; soja; moutarde; sésame";;n.d.;n.d.;ACTIF;PATI-AMER;NOUVEAU proposé : cheesecake individuel 90g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/CHEESECAKE-INDIVIDUEL/p/34501;2026-09-10
Coup de Pates;833359;1/2 CADRE CHOCOLAT PRALINE ROCHER;PATI;autres-patisseries;Coup de Pates;CUIT;050g;1;n.d.;0.05;n.d.;"gluten; œufs; soja; lait; fruits à coque";n.d.;;n.d.;n.d.;ACTIF;PATI-AUTR;NOUVEAU proposé : demi-cadre chocolat praliné 2050g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/P%C3%82TISSERIE/ENTREMETS/1-2-CADRE-CHOCOLAT-PRALINE-ROCHER/p/833359;2026-09-10
Coup de Pates;71376;COOKIE VEGAN PEPITES DE CHOCOLAT NOIR CUIT D95 80G;PATI;patisserie-americaine;Coup de Pates;CUIT;80g;48;n.d.;3.84;n.d.;"gluten; soja";"œufs; lait; fruits à coque";Vegan;n.d.;n.d.;ACTIF;PATI-AMER;NOUVEAU proposé : cookie pépites chocolat noir 80g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/VIENNOISERIE-P%C3%82TISSERIE-AMERICAINE/COOKIES/COOKIE-VEGAN-PEPITES-DE-CHOCOLAT-NOIR-CUIT-D95-80G/p/71376;2026-09-10
Coup de Pates;71358;LA BREIZH ROLL JAMBON FROMAGE CUIT 150G;SNAC;snacking;La Carte d'Hubert;CUIT;150g;20;n.d.;3.0;n.d.;"gluten; œufs; lait";"crustacés; poisson; soja; fruits à coque; céleri; moutarde; sésame; mollusques";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : breizh roll jambon fromage 150g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/LA-BREIZH-ROLL-JAMBON-FROMAGE-CUIT-150G/p/71358;2026-09-10
Coup de Pates;28178;BRETZEL;PAIN;petits-pains;La Carte d'Hubert;CRU;95g;80;n.d.;7.6;n.d.;gluten;"œufs; soja; lait";;n.d.;n.d.;ACTIF;PAIN-PETI;NOUVEAU proposé : bretzel 95g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SNACKING-NOMADE-%26-AP%C3%89RITIF/BRETZEL/p/28178;2026-09-10
Coup de Pates;832594;BAGUETTE HOT DOG;SNAC;snacking;La Carte d'Hubert;NON_RENSEIGNE;200g;18;n.d.;3.6;n.d.;"gluten; lait; moutarde";"crustacés; œufs; poisson; fruits à coque; mollusques";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : baguette hot dog 200g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/BAGUETTES-GARNIES/BAGUETTE-HOT-DOG/p/832594;2026-09-10
Coup de Pates;71105;CROQ MONSIEUR SELECTION PRECUIT 140G;SNAC;snacking;La Carte d'Hubert;PRECUIT;140g;42;n.d.;5.88;n.d.;"gluten; lait";n.d.;;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : croque monsieur 140g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQ-MONSIEUR-SELECTION-PRECUIT-140G/p/71105;2026-09-10
Coup de Pates;835314;CROQUE MONSIEUR PREMIUM CUIT 250G;SNAC;snacking;La Carte d'Hubert;NON_RENSEIGNE;250g;10;n.d.;2.5;n.d.;"gluten; lait; moutarde";"poisson; soja; fruits à coque";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : croque monsieur 250g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-MONSIEUR-PREMIUM-CUIT-250G/p/835314;2026-09-10
Coup de Pates;71113;CROQUE MONSIEUR HALAL PRECUIT 180G;SNAC;snacking;La Carte d'Hubert;PRECUIT;180g;26;n.d.;4.68;n.d.;"gluten; lait";n.d.;Halal;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : croque monsieur 180g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-MONSIEUR-HALAL-PRECUIT-180G/p/71113;2026-09-10
Coup de Pates;71357;CROQUE MONSIEUR PREMIUM VÉGÉTARIEN 250G;SNAC;snacking;La Carte d'Hubert;CRU;250g;10;n.d.;2.5;n.d.;"gluten; lait";"crustacés; œufs; poisson; arachides et produits à base d'arachides; soja; fruits à coque; céleri; moutarde; sésame; mollusques";Végétarien;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : croque monsieur végétarien 250g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/CROQUE-MONSIEUR/CROQUE-MONSIEUR-PREMIUM-V%C3%89G%C3%89TARIEN-250G/p/71357;2026-09-10
Coup de Pates;841456;FEUILLETE CHEVRE EPINARD CRU 120G;SNAC;snacking;La Carte d'Hubert;CRU;120g;24;n.d.;2.88;n.d.;"gluten; œufs; lait";"poisson; soja; céleri; moutarde";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : feuilleté chèvre épinards 120g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FEUILLETE-CHEVRE-EPINARD-CRU-120G/p/841456;2026-09-10
Coup de Pates;70894;FEUILLETÉ TRIANGLE CHARCUTIER CRU 133G;SNAC;snacking;La Carte d'Hubert;CRU;133g;35;n.d.;4.66;n.d.;"gluten; œufs; soja; lait";"fruits à coque; moutarde";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : feuilleté triangle charcutier 133g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/FEUILLET%C3%89S/FEUILLET%C3%89-TRIANGLE-CHARCUTIER-CRU-133G/p/70894;2026-09-10
Coup de Pates;26335;QUICHE LORRAINE LE TOURIER DIAM 120;SNAC;snacking;La Carte d'Hubert;PRECUIT;200g;12;n.d.;2.4;n.d.;"gluten; œufs; lait";"soja; fruits à coque; moutarde";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : quiche lorraine 200g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-LORRAINE-LE-TOURIER-DIAM-120/p/26335;2026-09-10
Coup de Pates;26328;QUICHE CHEVRE TOMATE LE TOURIER DIAM 120;SNAC;snacking;La Carte d'Hubert;PRECUIT;200g;12;n.d.;2.4;n.d.;"gluten; œufs; lait";"soja; fruits à coque; moutarde";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : quiche chèvre tomate 200g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/QUICHES-%26-TARTELETTES/QUICHE-CHEVRE-TOMATE-LE-TOURIER-DIAM-120/p/26328;2026-09-10
Coup de Pates;28221;PANIWICH JAMBON, FROMAGE EMMENTAL CUIT 220G;SNAC;snacking;La Carte d'Hubert;CUIT;220g;20;n.d.;4.4;n.d.;"gluten; lait";"crustacés; œufs; poisson; soja; fruits à coque; céleri; moutarde; sésame; mollusques";;n.d.;n.d.;ACTIF;SNAC-TOUT;NOUVEAU proposé : panini jambon fromage 220g — aucun générique existant ne combine cette nature et ce grammage;https://shop.coupdepates.fr/TOUS-LES-PRODUITS/SNACKING/SANDWICHS-GARNIS/PANIWICH-JAMBON%2C-FROMAGE-EMMENTAL-CUIT-220G/p/28221;2026-09-10
